Brain region,PV [mm^-3],std PV [mm^-3],SST [mm^-3],std SST [mm^-3],VIP [mm^-3],std VIP [mm^-3],Rest inh. [mm^-3],std Rest inh. [mm^-3],GAD67 [mm^-3],std GAD67 [mm^-3],Non inh. [mm^-3],std Non inh. [mm^-3],Neuron [mm^-3],Volumes [mm^3]
Ventral cochlear nucleus,3425.474418,3334.171783,9860.560496,3240.465682,9.97315006,23.56631694,0.013927804,767.6132914,13296.02199,800.0342218,0.013927804,800.0342218,34310.06731,0.923703125
Dorsal column nuclei,5389.912373,0,7378.098532,0,8.080034915,0,1675.457176,0,14451.54812,0,1675.457176,0,45521.1148,0.247
Cuneate nucleus,5528.106893,1462.57262,8530.513637,1312.894597,9.848048722,26.02109963,383.0899071,692.9672302,14451.55849,0,383.0899071,0,42942.64589,0.20265625
Gracile nucleus,4758.346862,0,2111.423441,962.8359992,0,0,7581.730426,2094.59333,14451.50073,664.1813231,7581.730426,664.1813231,57305.02665,0.04434375
External cuneate nucleus,6972.641584,498.826853,2242.283056,2277.039481,4.055975891,15.94570002,5627.308978,2091.735299,14846.28959,290.2151208,5627.308978,290.2151208,64770.59462,0.27371875
Nucleus of the trapezoid body,11691.64,691.3191882,6232.557474,198.7863457,3.250347745,30.61559861,1340.500599,1247.776069,19267.94842,376.6403331,1340.500599,376.6403331,32100.06578,0.169140625
Nucleus of the solitary tract,1254.873301,0,3390.20913,0,53.03685703,0,119.4369716,0,4817.55626,0,119.4369716,0,56489.3776,0.649328125
"Nucleus of the solitary tract, central part",244.4427804,0,21861.34839,2297.267331,15.75199163,297.8445116,7485.295562,1952.761393,29606.83873,0,7485.295562,0,85835.97057,0.010359375
"Nucleus of the solitary tract, commissural part",160.2796083,398.177425,9705.817532,72.07951979,26.00738109,0,0.245044506,0,9892.349566,0,0.245044506,0,74290.22713,0.044078125
"Nucleus of the solitary tract, gelatinous part",2414.339524,638.3470907,11533.66263,0,15.50767511,1.921960543,0,10658.28778,13963.50983,11367.84894,0,11367.84894,60968.02612,0.02075
"Nucleus of the solitary tract, lateral part",1816.588173,529.5363347,0,500.4628745,32.85937495,10.33939426,0,0,1849.447548,1649.395797,0,1649.395797,45217.20825,0.257640625
"Nucleus of the solitary tract, medial part",907.1183918,127.2607392,4131.913093,189.7748017,76.9070818,107.7466174,0,3257.704397,5115.938567,2187.127341,0,2187.127341,61932.02015,0.3165
"Spinal nucleus of the trigeminal, caudal part",8749.339625,1667.917115,12453.60244,3346.40967,21.36773458,10.42198989,0,2976.553902,21224.3098,0,0,0,21224.3098,0.888796875
"Spinal nucleus of the trigeminal, interpolar part",4158.532904,3564.088422,16250.3636,4627.19214,4.649666549,8.750834567,0.006278603,2264.998195,20413.55245,0.006354635,0.006278603,0.006354635,20413.55245,1.7071875
"Spinal nucleus of the trigeminal, oral part",3207.639956,0,5564.606931,0,8.420263237,0,4431.583183,0,13212.25033,0,4431.583183,0,16452.57316,0.615484375
"Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part",6045.567425,276.6562711,15920.48255,201.72469,7.932189949,2.172234703,0.315108666,0,21974.29728,1001.986434,0.315108666,1001.986434,35038.67982,0.040109375
"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone",4705.017533,0,8638.329915,2627.621696,2.861343422,0.137652687,2.03669E-12,0,13346.20879,2694.4572,2.03669E-12,2694.4572,25626.93455,0.05309375
"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone",4027.811259,0,7032.376634,0,2.364432951,75.39504444,4810.593837,0,15873.14616,0,4810.593837,0,15873.14616,0.06346875
"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part",2765.861848,285.4140202,3891.967527,681.4258405,26.53105019,0,11129.62502,1021.872955,17813.98545,535.9357072,11129.62502,535.9357072,20328.58038,0.102765625
"Spinal nucleus of the trigeminal, oral part, ventrolateral part",2645.95961,127.0324424,4160.772526,76.53588972,5.156394824,3.479885774,3590.79775,4.064243774,10402.68628,312.5861957,3590.79775,312.5861957,11975.28863,0.356046875
"Medulla, motor related",2216.936245,0,5362.281831,0,93.34360794,0,7240.266425,0,14912.82811,0,7240.266425,0,22255.27,16.1643125
Abducens nucleus,3752.786651,7.206722728,8983.79756,1232.855451,0,0,16510.38935,1512.380731,29246.97356,571.722145,16510.38935,571.722145,86692.00437,0.01528125
Facial motor nucleus,377.17414,53.99401004,1732.369449,897.0657168,1108.163187,451.1893145,7911.861321,1409.835799,11129.5681,217.5604835,7911.861321,217.5604835,36428.07604,0.6245625
Accessory facial motor nucleus,448.1868238,11.13806383,2240.829057,3568.569703,13.20421953,0.493916104,12446.96955,3057.430762,15149.18965,296.1448798,12446.96955,296.1448798,36988.5582,0.013453125
Nucleus ambiguus,2267.836645,216.3711722,5425.086516,96.69037712,56.52906362,0,1659.388591,0,9408.840817,0,1659.388591,0,30067.36565,0.149234375
"Nucleus ambiguus, dorsal division",3756.304309,0,7982.80787,523.833894,56.14079079,9.79913913,7507.73114,1450.555365,19302.98411,377.3330951,7507.73114,377.3330951,62184.70742,0.032984375
"Nucleus ambiguus, ventral division",2664.056927,0,2860.706923,147.5926029,24.09394926,0,7.94087E-13,0,5548.857799,108.4688327,7.94087E-13,108.4688327,19679.46442,0.08053125
Dorsal motor nucleus of the vagus nerve,78.25428683,351.4867375,19178.34394,0,230.6162695,0,5883.84624,0,25371.06074,495.9526778,5883.84624,495.9526778,115603.4636,0.09378125
Gigantocellular reticular nucleus,1132.147907,131.0061922,2882.210916,648.9874796,11.15159599,35.31235562,8412.236542,706.1535705,12437.74696,0,8412.236542,0,12437.74696,3.029546875
Infracerebellar nucleus,10617.53118,225.1154726,1558.617706,4059.642416,0,0,17820.28096,3394.767995,29996.42985,0,17820.28096,0,30011.04375,0.008875
Inferior olivary complex,0,0,0,0,0,0,0,0,0,0,0,0,20410.60032,0.5793125
Intermediate reticular nucleus,1627.552419,0,6819.342511,1425.970844,88.43936073,0.591326473,6016.25971,1348.068162,14551.594,0,6016.25971,0,14551.594,2.8056875
Inferior salivatory nucleus,1158.745998,85.56240122,5604.446502,1348.291393,175.76164,282.9545404,7372.186533,1094.1079,14311.14067,279.755993,7372.186533,279.755993,25913.45985,0.055421875
Linear nucleus of the medulla,3243.597595,939.9362357,8837.649449,788.3146076,36.48303562,0,0,0,12117.73008,236.8762931,0,236.8762931,40240.67413,0.035046875
Lateral reticular nucleus,2483.37566,82.89337362,0,0.005105541,6.096117696,6.451174692,0,0.003718273,2489.471778,83.91700438,0,83.91700438,31768.14466,0.5573125
"Lateral reticular nucleus, magnocellular part",2698.873951,83.31741518,0,0,6.578825956,7.328502777,1.93981E-13,0.000923816,2705.452776,76.97755107,1.93981E-13,76.97755107,33299.81997,0.5128125
"Lateral reticular nucleus, parvicellular part",0,0,0,0,0,0,0,0,0,0,0,0,7281.501053,0.032703125
Magnocellular reticular nucleus,546.055766,57.72906646,1924.226548,126.7265277,56.88661251,18.02187724,1158.594336,108.2052019,3685.763263,72.04848517,1158.594336,72.04848517,21572.51659,0.73784375
Medullary reticular nucleus,2500.557005,0,8844.671652,0,49.13275354,0,1881.527463,0,13275.88887,0,1881.527463,0,17023.9235,1.567984375
"Medullary reticular nucleus, dorsal part",5155.565185,415.4214335,15506.05128,4146.094288,51.43595003,2.208551385,0,976.715497,20713.05241,3405.365367,0,3405.365367,21756.30374,0.520015625
"Medullary reticular nucleus, ventral part",1183.107665,0,5539.20907,1227.718865,47.98987771,0,2815.165684,1043.759273,9585.472298,187.3768389,2815.165684,187.3768389,14675.65533,1.04796875
Parvicellular reticular nucleus,1699.920074,248.3512887,9746.508562,2298.431711,101.746233,75.13531737,6079.722331,2375.893625,17627.8972,0,6079.722331,0,17627.8972,1.615328125
Parasolitary nucleus,4832.337264,196.6564416,17014.83746,0,0,0,554.9298059,0,22402.10453,437.8990096,554.9298059,437.8990096,106506.1211,0.025390625
Paragigantocellular reticular nucleus,2594.737577,0,3841.114188,0,30.17119624,0,2595.620144,0,9061.643105,0,2595.620144,0,14722.85618,0.91240625
"Paragigantocellular reticular nucleus, dorsal part",1009.907562,158.7570307,3261.283146,2103.44833,7.532413877,19.99722716,11023.97576,2015.732675,15302.69888,0,11023.97576,0,15302.69888,0.214828125
"Paragigantocellular reticular nucleus, lateral part",3082.806294,182.6586982,4019.680589,1204.934827,37.14309945,53.5387488,0,841.0022513,7139.629983,422.0284346,0,422.0284346,14544.28619,0.697578125
Perihypoglossal nuclei,4863.314535,0,6731.289022,0,25.76261272,0,25398.17979,0,37018.54596,0,25398.17979,0,50556.97349,0.333328125
Nucleus of Roller,3220.017128,768.6202152,2400.953313,654.5704986,9.404194299,0.047469127,1.55878E-13,0,5630.374635,110.0619153,1.55878E-13,110.0619153,29264.49856,0.01709375
Nucleus prepositus,4952.141422,0,6965.361222,0,26.64685155,38.88677917,26771.05437,409.2687045,38715.20387,778.7605212,26771.05437,778.7605212,51707.91808,0.316234375
Parapyramidal nucleus,0,0,0,0,0,0,0,0,0,0,0,0,14236.01802,0.061203125
Vestibular nuclei,5325.653637,0,6018.438263,0,14.10782609,0,16286.09063,0,27644.29036,0,16286.09063,0,34359.14742,2.5563125
Lateral vestibular nucleus,3130.477701,28.96213492,1515.962749,0,14.06410445,12.00520287,14515.61565,567.5809357,19176.1202,491.3821077,14515.61565,491.3821077,23091.86229,0.499265625
Medial vestibular nucleus,6926.921697,1101.338341,9732.74371,2305.879231,19.91173605,40.24217105,18134.04311,2197.075475,34813.62025,710.7763899,18134.04311,710.7763899,46560.87156,1.155453125
Spinal vestibular nucleus,3803.303267,12.95495477,5923.326988,967.3238413,8.377695985,35.73837962,18142.13877,743.1136328,27877.14672,0,18142.13877,0,27877.14672,0.514828125
Superior vestibular nucleus,5402.016393,0,860.7704228,0,4.452663349,2.060714901,10580.2295,128.1421605,16847.46898,393.3659851,10580.2295,393.3659851,21079.69458,0.386765625
Nucleus x,3952.662434,0,5446.234531,2232.198727,11.99294004,0,9335.106327,2109.232887,18745.99623,366.445908,9335.106327,366.445908,29702.78402,0.0521875
Hypoglossal nucleus,1180.966556,61.53288128,4267.554933,101.6404587,424.468799,18.82258834,4284.718154,71.31691004,10157.70844,198.5629415,4284.718154,198.5629415,43670.86292,0.31459375
Nucleus y,8177.898511,428.2169954,4799.00938,81.67897962,21.51462553,0.45383525,3.34954E-12,0,12998.42252,254.099398,3.34954E-12,254.099398,30736.98713,0.02021875
"Medulla, behavioral state related",639.6672025,0,1127.809868,0,2.82878104,0,5998.960312,0,7769.266163,0,5998.960312,0,27460.1759,0.352171875
Nucleus raphe magnus,1060.809291,641.4833415,1870.333795,655.2986765,4.691185038,0,9948.537007,986.5874017,12884.37128,251.8661174,9948.537007,251.8661174,24654.50504,0.212359375
Nucleus raphe pallidus,0,0,0,0,0,0,0,0,0,0,0,0,29012.83876,0.071578125
Nucleus raphe obscurus,0,0,0,0,0,0,0,0,0,0,0,0,34563.24988,0.068234375
Cerebellum,33068.11306,1158.86764,986.7948127,682.117711,92.97851452,4.919008469,80836.10074,1051.965461,114983.9871,158.650985,80836.10074,158.650985,887244.4851,47.604125
Cerebellar cortex,34993.66108,0,1039.905409,0,98.94586667,0,85822.45089,0,121954.9633,0,85822.45089,0,943117.6386,44.64295313
Vermal regions,36455.23671,0,1261.343956,0,148.077282,0,79854.98332,0,117719.6413,0,79854.98332,0,928085.2455,17.6838125
Lingula (I),30949.85547,0,783.419719,0,123.8555522,0,106876.1323,0,138733.263,0,106876.1323,0,714738.2608,0.09715625
"Lingula (I), molecular layer",34961.50043,1156.050155,672.2872315,0,54.39470134,36.25994536,137807.9675,0,173496.1498,0,137807.9675,0,173496.1498,0.056453125
"Lingula (I), granular layer",25385.9118,0,937.5547199,0,220.1941526,4.492894843,63975.27991,0,90518.94058,305.5957274,63975.27991,305.5957274,1465413.02,0.040703125
Central lobule,37004.06618,0,1491.720177,0,157.3532809,0,50362.66596,0,89015.8056,0,50362.66596,0,892278.192,4.011359375
Lobule II,37020.45931,0,1126.449788,0,126.7417732,0,50995.1509,0,89268.80177,0,50995.1509,0,852732.0442,1.322859375
"Lobule II, molecular layer",46925.42026,867.580027,756.7493637,0,61.9879921,14.26200614,78019.72214,855.066623,125763.8798,0,78019.72214,0,125763.8798,0.7346875
"Lobule II, granular layer",24648.13872,617.5498939,1588.243852,0,207.6259426,72.44149005,17238.66656,1057.644624,43682.67508,147.4750532,17238.66656,147.4750532,1760790.464,0.588171875
Lobule III,36996.00005,0,1671.449156,0,172.4154791,0,50051.45576,0,88891.32045,0,50051.45576,0,911736.6233,2.6885
"Lobule III, molecular layer",45800.43769,976.4034031,2298.603278,24.14574522,281.2200452,86.52678495,72847.5823,1046.007178,121227.8433,0,72847.5823,0,121227.8433,1.425578125
"Lobule III, granular layer",27057.60723,189.9112168,963.5215994,86.9055221,49.59758171,2.054539027,24319.3341,164.0289092,52390.06051,176.8755601,24319.3341,176.8755601,1804057.872,1.262921875
Culmen,36231.65312,0,1080.269925,0,158.6579827,0,36157.33126,0,73627.91229,0,36157.33126,0,867662.2109,6.86609375
Lobules IV-V,36231.65312,0,1080.269925,0,158.6579827,0,36157.33126,0,73627.91229,0,36157.33126,0,867662.2109,6.86609375
"Lobules IV-V, molecular layer",43203.4942,0,1371.192922,41.87445716,135.0306451,64.13823669,64672.52019,0,109382.238,0,64672.52019,0,109382.238,3.83871875
"Lobules IV-V, granular layer",27391.34194,540.9810229,711.3788672,0,188.6175034,90.7646688,0.00341051,0.023237827,28291.34172,554.8970109,0.00341051,554.8970109,1829163.032,3.027375
Declive (VI),32478.39963,0,1212.7146,0,209.8808813,0,120317.7018,0,154218.6969,0,120317.7018,0,998556.3503,2.675203125
"Declive (VI), molecular layer",40742.43468,2794.133802,904.2152133,0,197.3621267,20.79036045,226455.2494,2807.888849,268299.2614,0,226455.2494,0,268299.2614,1.421359375
"Declive (VI), granular layer",23110.27565,0,1562.430021,0,224.0721625,70.3548153,0,2433.877434,24896.77783,2458.447805,0,2458.447805,1826377.009,1.25384375
Folium-tuber vermis (VII),44568.89179,0,1526.732267,0,22.6480809,0,498406.5087,0,544524.7808,0,498406.5087,0,1491738.373,0.3776875
"Folium-tuber vermis (VII), molecular layer",50104.85193,0,1267.050919,0,15.61325231,0.051506955,870168.0568,0,921555.5729,0,870168.0568,0,921555.5729,0.216328125
"Folium-tuber vermis (VII), granular layer",37147.04923,0,1874.876768,0,32.07939704,11.58931172,0.521150237,0.833969479,39054.52655,0,0.521150237,0,2256159.878,0.161359375
Pyramus (VIII),39139.72212,0,1745.146805,0,90.32639227,0,272336.2826,0,313311.478,0,272336.2826,0,1253353.953,0.702421875
"Pyramus (VIII), molecular layer",35379.79296,3491.081875,2018.315542,63.67484158,94.55042783,0.190009552,507162.497,3499.260747,544655.1559,0,507162.497,0,544655.1559,0.363453125
"Pyramus (VIII), granular layer",43171.2383,312.9168189,1452.246556,0,85.79724636,14.46435727,20548.11215,784.1039116,65257.39425,220.3079696,20548.11215,220.3079696,2013243.45,0.33896875
Uvula (IX),44059.0569,0,1477.877492,0,42.53785566,0,104297.0127,0,149876.4849,0,104297.0127,0,947325.7798,1.653953125
"Uvula (IX), molecular layer",47785.77841,10346.69482,970.6471962,0,21.03928497,12.45588794,179825.0197,10330.2075,228602.4846,0,179825.0197,0,228602.4846,0.871515625
"Uvula (IX), granular layer",39908.0595,1062.145832,2042.854412,0,66.4839731,0,20170.37213,1427.447289,62187.77002,209.946788,20170.37213,209.946788,1747873.532,0.7824375
Nodulus (X),31055.66426,0,1028.619165,0,140.1187885,0,59665.14326,0,91889.54547,0,59665.14326,0,864639.9765,1.2999375
"Nodulus (X), molecular layer",38456.45379,1513.741425,885.6045265,0,89.44671756,6.194260692,79029.72233,1520.593345,118461.2274,0,79029.72233,0,118461.2274,0.672625
"Nodulus (X), granular layer",23120.29543,452.3404862,1181.964142,0,194.451042,50.76535109,38901.8076,740.1118128,63398.51821,214.0348295,38901.8076,214.0348295,1664717.26,0.6273125
Hemispheric regions,34034.94249,0,894.6530889,0,66.71818001,0,89736.80333,0,124733.1171,0,89736.80333,0,952978.1168,26.95914063
Simple lobule,36468.29299,0,717.3464756,0,148.0294289,0,54504.62726,0,91838.29616,0,54504.62726,0,850607.4204,5.437921875
"Simple lobule, molecular layer",43175.70043,1443.142541,820.1856804,0,54.60147877,12.59381553,85812.57753,1441.265612,129863.0651,0,85812.57753,0,129863.0651,3.167984375
"Simple lobule, granular layer",27107.25906,1476.630318,573.8213811,0,278.4199292,112.9180315,10810.42985,1592.859257,38769.93022,121.258697,10810.42985,121.258697,1856497.167,2.2699375
Ansiform lobule,35520.04167,0,1063.716874,0,68.5216547,0,84529.272,0,121181.5522,0,84529.272,0,979594.8489,9.387390625
Crus 1,32291.3188,0,1217.869453,0,85.84391217,0,74412.34797,0,108007.3801,0,74412.34797,0,959463.3089,5.4050625
"Crus 1, molecular layer",35820.115,1611.226004,1132.797858,7.181652499,70.56424535,6.524725678,114205.7493,1603.56292,151229.2264,0,114205.7493,0,151229.2264,3.004734375
"Crus 1, granular layer",27873.96639,1960.288901,1324.362205,10.72278152,104.9710222,16.72648422,24598.908,1188.867909,53902.20761,181.8938856,24598.908,181.8938856,1971211.955,2.400328125
Crus 2,39902.26443,0,854.4914413,0,45.01081349,0,98260.5882,0,139062.3549,0,98260.5882,0,1006918.622,3.982328125
"Crus 2, molecular layer",44376.17968,4150.439775,812.5560876,0,30.16863413,0.264204543,168407.8407,4157.196005,213626.7451,0,168407.8407,0,213626.7451,2.16959375
"Crus 2, granular layer",34547.60314,1587.400193,904.6822926,0,62.774861,17.1212332,14303.97401,1105.506554,49819.03431,168.2561623,14303.97401,168.2561623,1956379.902,1.812734375
Paramedian lobule,35713.57827,0,843.229187,0,48.15042636,0,133924.1038,0,170529.0616,0,133924.1038,0,988156.1718,3.388640625
"Paramedian lobule, molecular layer",41964.10922,1048.376299,709.410891,0,20.77252039,1.358540079,221367.9422,1072.789155,264062.2348,0,221367.9422,0,264062.2348,1.9655
"Paramedian lobule, granular layer",27080.96787,0,1028.045681,0,85.96206159,29.95675893,13155.38879,349.9123939,41350.3644,139.6006254,13155.38879,139.6006254,1988202.554,1.423140625
Copula pyramidis,41355.58154,0,799.0130849,0,21.9471667,0,148091.4019,0,190267.9437,0,148091.4019,0,1127444.505,1.88665625
"Copula pyramidis, molecular layer",42868.9908,5522.677116,615.2352798,0,10.28495724,0,265392.7083,5530.345927,308887.2193,0,265392.7083,0,308887.2193,0.997234375
"Copula pyramidis, granular layer",39658.72229,6851.497986,1005.06777,0,35.02302697,20.05648022,16571.25579,6769.992919,57270.06888,193.3499125,16571.25579,193.3499125,2045224.341,0.889421875
Paraflocculus,25547.75697,0,745.0019112,0,17.07359357,0,85570.97176,0,111880.8042,0,85570.97176,0,958304.32,5.482703125
"Paraflocculus, molecular layer",25687.70326,1179.826902,585.2761624,182.6745326,11.81225531,4.496467356,146648.7304,1299.422952,172933.5221,0,146648.7304,0,172933.5221,3.02646875
"Paraflocculus, granular layer",25375.32104,5843.251485,941.8092649,270.3902621,23.5563934,3.097979519,10313.52497,6080.790543,36654.21167,123.7614829,10313.52497,123.7614829,1926005.204,2.456234375
Flocculus,33932.69114,0,1296.085233,0,37.99318579,0,92269.83769,0,127536.6073,0,92269.83769,0,828875.6309,1.375828125
"Flocculus, molecular layer",37287.18548,401.6815765,1765.64814,132.979845,49.60566789,4.433793746,158157.6838,526.2994696,197260.1231,0,158157.6838,0,197260.1231,0.735140625
"Flocculus, granular layer",30083.66168,333.7898192,757.297182,86.91578253,24.66873768,3.970050461,16668.49948,469.104391,47534.12708,160.4769846,16668.49948,160.4769846,1553606.829,0.6406875
Cerebellar nuclei,9514.717866,0,438.454554,0,7.101409232,0,13338.65772,0,23298.93155,0,13338.65772,0,105776.1953,1.2568125
Fastigial nucleus,5173.077324,2188.981675,524.6410053,0,8.62024791,0,6654.297808,1677.152513,12360.63639,495.1854535,6654.297808,495.1854535,83892.70811,0.381515625
Interposed nucleus,10635.44847,4485.167052,500.969502,262.5828595,2.820870927,2.155952431,15511.26556,3607.009064,26650.5044,644.2621713,15511.26556,644.2621713,108859.3559,0.589359375
Dentate nucleus,12997.61401,4919.422931,194.6066904,0,13.89770105,22.28490108,17779.28181,4904.331328,30985.40021,73.82735713,17779.28181,73.82735713,128619.6582,0.2859375
